Century	text	_sentence_text	annotation	aspect_cat	results	sentence_split	iob
19	['Butler', 'Helena', 'road']	It is not until Butler is reached , thirteen miles from Helena , that either the scenery or the construction of the road calls for special notice .	['ASPECT', 'ASPECT', 'ASPECT']	['LOCATION', 'LOCATION', 'HUM_LANDFORM']	(['It', 'is', 'not', 'until', 'Butler', 'is', 'reached', ',', 'thirteen', 'miles', 'from', 'Helena', ',', 'that', 'either', 'the', 'scenery', 'or', 'the', 'construction', 'of', 'the', 'road', 'calls', 'for', 'special', 'notice', '.'], ['O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O'])	['It', 'is', 'not', 'until', 'Butler', 'is', 'reached', ',', 'thirteen', 'miles', 'from', 'Helena', ',', 'that', 'either', 'the', 'scenery', 'or', 'the', 'construction', 'of', 'the', 'road', 'calls', 'for', 'special', 'notice', '.']	['O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O']
19	['rocks', 'pines', 'spruce']	But at that point the scenery becomes exceedingly picturesque , the rocks towering above the pines and spruce like the ruins of some ancient stronghold .	['ASPECT', 'ASPECT', 'ASPECT']	['NAT_LANDFORM', 'FLORA', 'FLORA']	(['But', 'at', 'that', 'point', 'the', 'scenery', 'becomes', 'exceedingly', 'picturesque', ',', 'the', 'rocks', 'towering', 'above', 'the', 'pines', 'and', 'spruce', 'like', 'the', 'ruins', 'of', 'some', 'ancient', 'stronghold', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'B-FLORA', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])	['But', 'at', 'that', 'point', 'the', 'scenery', 'becomes', 'exceedingly', 'picturesque', ',', 'the', 'rocks', 'towering', 'above', 'the', 'pines', 'and', 'spruce', 'like', 'the', 'ruins', 'of', 'some', 'ancient', 'stronghold', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'B-FLORA', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19	['scenery increasing in wildness and grandeur', 'train', 'Iron Ridge Tunnel', 'track', 'ravines', 'rocky shelves', 'Mullan Tunnel']	"Amid scenery increasing in wildness and grandeur , the train pursues its tortuous course ; through Iron Ridge Tunnel , near which the track forms an almost perfect letter S ; across innumerable ravines ; along rocky shelves and through deep cuttings , until at last it enters the eastern portal of the Mullan Tunnel ."	['NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']	['NAT_LANDFORM', 'HUM_LANDFORM', 'HUM_LANDFORM', 'HUM_LANDFORM', 'NAT_LANDFORM', 'NAT_LANDFORM', 'HUM_LANDFORM']	"(['Amid', 'scenery', 'increasing', 'in', 'wildness', 'and', 'grandeur', ',', 'the', 'train', 'pursues', 'its', 'tortuous', 'course', ';', 'through', 'Iron', 'Ridge', 'Tunnel', ',', 'near', 'which', 'the', 'track', 'forms', 'an', 'almost', 'perfect', 'letter', 'S', ';', 'across', 'innumerable', 'ravines', ';', 'along', 'rocky', 'shelves', 'and', 'through', 'deep', 'cuttings', ',', 'until', 'at', 'last', 'it', 'enters', 'the', 'eastern', 'portal', 'of', 'the', 'Mullan', 'Tunnel', '.'], ['O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O'])"	"['Amid', 'scenery', 'increasing', 'in', 'wildness', 'and', 'grandeur', ',', 'the', 'train', 'pursues', 'its', 'tortuous', 'course', ';', 'through', 'Iron', 'Ridge', 'Tunnel', ',', 'near', 'which', 'the', 'track', 'forms', 'an', 'almost', 'perfect', 'letter', 'S', ';', 'across', 'innumerable', 'ravines', ';', 'along', 'rocky', 'shelves', 'and', 'through', 'deep', 'cuttings', ',', 'until', 'at', 'last', 'it', 'enters', 'the', 'eastern', 'portal', 'of', 'the', 'Mullan', 'Tunnel', '.']"	['O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O']
19	['grassy hills', 'valleys', 'Pacific slope', 'tunnel', 'savage grandeur that distinguishes the approach from the east']	A few minutes later the traveler is looking out upon the grassy hills and pleasant valleys of the Pacific slope , the approach to the tunnel from the west presenting a singular contrast to the savage grandeur that distinguishes the approach from the east .	['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT']	['NAT_LANDFORM', 'NAT_LANDFORM', 'NAT_LANDFORM', 'HUM_LANDFORM', 'NAT_LANDFORM']	(['A', 'few', 'minutes', 'later', 'the', 'traveler', 'is', 'looking', 'out', 'upon', 'the', 'grassy', 'hills', 'and', 'pleasant', 'valleys', 'of', 'the', 'Pacific', 'slope', ',', 'the', 'approach', 'to', 'the', 'tunnel', 'from', 'the', 'west', 'presenting', 'a', 'singular', 'contrast', 'to', 'the', 'savage', 'grandeur', 'that', 'distinguishes', 'the', 'approach', 'from', 'the', 'east', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O'])	['A', 'few', 'minutes', 'later', 'the', 'traveler', 'is', 'looking', 'out', 'upon', 'the', 'grassy', 'hills', 'and', 'pleasant', 'valleys', 'of', 'the', 'Pacific', 'slope', ',', 'the', 'approach', 'to', 'the', 'tunnel', 'from', 'the', 'west', 'presenting', 'a', 'singular', 'contrast', 'to', 'the', 'savage', 'grandeur', 'that', 'distinguishes', 'the', 'approach', 'from', 'the', 'east', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O']
19	['Frederick Schwatka', 'John Hyde']	"Frederick Schwatka; John Hyde
Language: English
Permission granted and the earth removed , the citizen thought no more of the matter ."	['ASPECT', 'ASPECT']	['PERSON', 'PERSON']	"(['Frederick', 'Schwatka', ';', 'John', 'Hyde', 'Language', 'English', 'Permission', 'granted', 'and', 'the', 'earth', 'removed', ',', 'the', 'citizen', 'thought', 'no', 'more', 'of', 'the', 'matter', '.'], ['B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])"	"['Frederick', 'Schwatka', ';', 'John', 'Hyde', 'Language', 'English', 'Permission', 'granted', 'and', 'the', 'earth', 'removed', ',', 'the', 'citizen', 'thought', 'no', 'more', 'of', 'the', 'matter', '.']"	['B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19	['valley', 'train', 'Garrison', 'cars']	Following the valley of the Little Blackfoot , the train presently arrives at Garrison , where passengers desirous of visiting the most flourishing mining city on the American continent , if not in the world , must change cars . `` The most flourishing mining city on the American continent , if not in the world !	['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']	['NAT_LANDFORM', 'HUM_LANDFORM', 'LOCATION', 'HUM_LANDFORM']	(['Following', 'the', 'valley', 'of', 'the', 'Little', 'Blackfoot', ',', 'the', 'train', 'presently', 'arrives', 'at', 'Garrison', ',', 'where', 'passengers', 'desirous', 'of', 'visiting', 'the', 'most', 'flourishing', 'mining', 'city', 'on', 'the', 'American', 'continent', ',', 'if', 'not', 'in', 'the', 'world', ',', 'must', 'change', 'cars', '.', 'The', 'most', 'flourishing', 'mining', 'city', 'on', 'the', 'American', 'continent', ',', 'if', 'not', 'in', 'the', 'world', '!'], ['O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])	['Following', 'the', 'valley', 'of', 'the', 'Little', 'Blackfoot', ',', 'the', 'train', 'presently', 'arrives', 'at', 'Garrison', ',', 'where', 'passengers', 'desirous', 'of', 'visiting', 'the', 'most', 'flourishing', 'mining', 'city', 'on', 'the', 'American', 'continent', ',', 'if', 'not', 'in', 'the', 'world', ',', 'must', 'change', 'cars', '.', 'The', 'most', 'flourishing', 'mining', 'city', 'on', 'the', 'American', 'continent', ',', 'if', 'not', 'in', 'the', 'world', '!']	['O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19	['Nevada', 'Colorado', 'Leadville', 'banks']	"Even so ; and yet we are not in Nevada , nor yet in Colorado ; and , besides , the former is about played out ; and , as for Leadville , every one remembers the disasters that overtook her , culminating , as they did , in the failure of all her four banks ."	['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']	['LOCATION', 'LOCATION', 'LOCATION', 'HUM_LANDFORM']	"(['Even', 'so', ';', 'and', 'yet', 'we', 'are', 'not', 'in', 'Nevada', ',', 'nor', 'yet', 'in', 'Colorado', ';', 'and', ',', 'besides', ',', 'the', 'former', 'is', 'about', 'played', 'out', ';', 'and', ',', 'as', 'for', 'Leadville', ',', 'every', 'one', 'remembers', 'the', 'disasters', 'that', 'overtook', 'her', ',', 'culminating', ',', 'as', 'they', 'did', ',', 'in', 'the', 'failure', 'of', 'all', 'her', 'four', 'banks', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O'])"	"['Even', 'so', ';', 'and', 'yet', 'we', 'are', 'not', 'in', 'Nevada', ',', 'nor', 'yet', 'in', 'Colorado', ';', 'and', ',', 'besides', ',', 'the', 'former', 'is', 'about', 'played', 'out', ';', 'and', ',', 'as', 'for', 'Leadville', ',', 'every', 'one', 'remembers', 'the', 'disasters', 'that', 'overtook', 'her', ',', 'culminating', ',', 'as', 'they', 'did', ',', 'in', 'the', 'failure', 'of', 'all', 'her', 'four', 'banks', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O']
19	['miner', 'wanderer', 'Nevada', 'Nevada']	"If so , let us turn to the story of the miner , who , confident that he was the possessor of a valuable claim , held on to it in spite of the most adverse circumstances , hiring himself out in winter that he might have a little money wherewith to work upon his claim in summer , until , at last , after eight years of indomitable perseverance and patient toil , he was able to sell his property for $ 2,250,000 ; or that of the weary and penniless wanderer , who , having tramped all the way from Nevada , began a toilsome search , to be continued through much suffering and privation for several years , but destined to be rewarded at last by the discovery of one of the richest veins of gold in the Territory , a vein that has yielded , up to the present time , $ 4,000,000 worth of gold ."	['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']	['PERSON', 'PERSON', 'LOCATION', 'HUM_LANDFORM']	"(['If', 'so', ',', 'let', 'us', 'turn', 'to', 'the', 'story', 'of', 'the', 'miner', ',', 'who', ',', 'confident', 'that', 'he', 'was', 'the', 'possessor', 'of', 'a', 'valuable', 'claim', ',', 'held', 'on', 'to', 'it', 'in', 'spite', 'of', 'the', 'most', 'adverse', 'circumstances', ',', 'hiring', 'himself', 'out', 'in', 'winter', 'that', 'he', 'might', 'have', 'a', 'little', 'money', 'wherewith', 'to', 'work', 'upon', 'his', 'claim', 'in', 'summer', ',', 'until', ',', 'at', 'last', ',', 'after', 'eight', 'years', 'of', 'indomitable', 'perseverance', 'and', 'patient', 'toil', ',', 'he', 'was', 'able', 'to', 'sell', 'his', 'property', 'for', '2', ',', '250', ',', '000', ';', 'or', 'that', 'of', 'the', 'weary', 'and', 'penniless', 'wanderer', ',', 'who', ',', 'having', 'tramped', 'all', 'the', 'way', 'from', 'Nevada', ',', 'began', 'a', 'toilsome', 'search', ',', 'to', 'be', 'continued', 'through', 'much', 'suffering', 'and', 'privation', 'for', 'several', 'years', ',', 'but', 'destined', 'to', 'be', 'rewarded', 'at', 'last', 'by', 'the', 'discovery', 'of', 'one', 'of', 'the', 'richest', 'veins', 'of', 'gold', 'in', 'the', 'Territory', ',', 'a', 'vein', 'that', 'has', 'yielded', ',', 'up', 'to', 'the', 'present', 'time', ',', '4', ',', '000', ',', '000', 'worth', 'of', 'gold', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])"	"['If', 'so', ',', 'let', 'us', 'turn', 'to', 'the', 'story', 'of', 'the', 'miner', ',', 'who', ',', 'confident', 'that', 'he', 'was', 'the', 'possessor', 'of', 'a', 'valuable', 'claim', ',', 'held', 'on', 'to', 'it', 'in', 'spite', 'of', 'the', 'most', 'adverse', 'circumstances', ',', 'hiring', 'himself', 'out', 'in', 'winter', 'that', 'he', 'might', 'have', 'a', 'little', 'money', 'wherewith', 'to', 'work', 'upon', 'his', 'claim', 'in', 'summer', ',', 'until', ',', 'at', 'last', ',', 'after', 'eight', 'years', 'of', 'indomitable', 'perseverance', 'and', 'patient', 'toil', ',', 'he', 'was', 'able', 'to', 'sell', 'his', 'property', 'for', '2', ',', '250', ',', '000', ';', 'or', 'that', 'of', 'the', 'weary', 'and', 'penniless', 'wanderer', ',', 'who', ',', 'having', 'tramped', 'all', 'the', 'way', 'from', 'Nevada', ',', 'began', 'a', 'toilsome', 'search', ',', 'to', 'be', 'continued', 'through', 'much', 'suffering', 'and', 'privation', 'for', 'several', 'years', ',', 'but', 'destined', 'to', 'be', 'rewarded', 'at', 'last', 'by', 'the', 'discovery', 'of', 'one', 'of', 'the', 'richest', 'veins', 'of', 'gold', 'in', 'the', 'Territory', ',', 'a', 'vein', 'that', 'has', 'yielded', ',', 'up', 'to', 'the', 'present', 'time', ',', '4', ',', '000', ',', '000', 'worth', 'of', 'gold', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19	['Butte', 'United States']	The city is Butte , that , at the last United States census , had a population of only 3,363 , but now claims six times that number , and has a monthly mining pay-roll of $ 620,000 .	['ASPECT', 'ASPECT']	['LOCATION', 'LOCATION']	(['The', 'city', 'is', 'Butte', ',', 'that', ',', 'at', 'the', 'last', 'United', 'States', 'census', ',', 'had', 'a', 'population', 'of', 'only', '3', ',', '363', ',', 'but', 'now', 'claims', 'six', 'times', 'that', 'number', ',', 'and', 'has', 'a', 'monthly', 'mining', 'pay', 'roll', 'of', '620', ',', '000', '.'], ['O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])	['The', 'city', 'is', 'Butte', ',', 'that', ',', 'at', 'the', 'last', 'United', 'States', 'census', ',', 'had', 'a', 'population', 'of', 'only', '3', ',', '363', ',', 'but', 'now', 'claims', 'six', 'times', 'that', 'number', ',', 'and', 'has', 'a', 'monthly', 'mining', 'pay', 'roll', 'of', '620', ',', '000', '.']	['O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19	['Deer Lodge valley', 'farms']	The line from Garrison runs through the beautiful Deer Lodge valley , in which are many fine farms .	['ASPECT', 'ASPECT']	['NAT_LANDFORM', 'HUM_LANDFORM']	(['The', 'line', 'from', 'Garrison', 'runs', 'through', 'the', 'beautiful', 'Deer', 'Lodge', 'valley', ',', 'in', 'which', 'are', 'many', 'fine', 'farms', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O'])	['The', 'line', 'from', 'Garrison', 'runs', 'through', 'the', 'beautiful', 'Deer', 'Lodge', 'valley', ',', 'in', 'which', 'are', 'many', 'fine', 'farms', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O']
19	['Deer Lodge City', 'Deer Lodge City']	Deer Lodge City , the judicial seat of the county , is pleasantly situated 4,546 feet above sea-level .	['ASPECT', 'ASPECT']	['LOCATION', 'HUM_LANDFORM']	(['Deer', 'Lodge', 'City', ',', 'the', 'judicial', 'seat', 'of', 'the', 'county', ',', 'is', 'pleasantly', 'situated', '4', ',', '546', 'feet', 'above', 'sea', 'level', '.'], ['B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])	['Deer', 'Lodge', 'City', ',', 'the', 'judicial', 'seat', 'of', 'the', 'county', ',', 'is', 'pleasantly', 'situated', '4', ',', '546', 'feet', 'above', 'sea', 'level', '.']	['B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19	['Being well laid out', 'streets', 'buildings', 'exceedingly attractive appearance']	Being well laid out , it presents , with its wide streets and handsome public buildings , an exceedingly attractive appearance .	['NULL_CAT', 'ASPECT', 'ASPECT', 'NULL_CAT']	['HUM_LANDFORM', 'HUM_LANDFORM', 'HUM_LANDFORM', 'HUM_LANDFORM']	(['Being', 'well', 'laid', 'out', ',', 'it', 'presents', ',', 'with', 'its', 'wide', 'streets', 'and', 'handsome', 'public', 'buildings', ',', 'an', 'exceedingly', 'attractive', 'appearance', '.'], ['B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O'])	['Being', 'well', 'laid', 'out', ',', 'it', 'presents', ',', 'with', 'its', 'wide', 'streets', 'and', 'handsome', 'public', 'buildings', ',', 'an', 'exceedingly', 'attractive', 'appearance', '.']	['B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O']
