level_0,index,sentence,source_file,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,results,sentence_split,iob
782,782,DBNL-151_sample_IAA_19.txt_1522-1584,"['DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt']","[1525, 1525, 1525]","[1542, 1542, 1542]","['tess', 'sarah_a', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1525, end=1542, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1525, end=1542, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1525, end=1542, entitycategory=LOCATION)']","['Tandjong Tamponak', 'Tandjong Tamponak', 'Tandjong Tamponak']",Te Tandjong Tamponak zouden wij nog een halt hebben en koken .,"['ASPECT', 'ASPECT', 'ASPECT']","['LOCATION', 'LOCATION', 'LOCATION']","(['Te', 'Tandjong', 'Tamponak', 'zouden', 'wij', 'nog', 'een', 'halt', 'hebben', 'en', 'koken', '.'], ['O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Te', 'Tandjong', 'Tamponak', 'zouden', 'wij', 'nog', 'een', 'halt', 'hebben', 'en', 'koken', '.']","['O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
783,783,DBNL-151_sample_IAA_19.txt_1626-1841,"['DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt']","[1682, 1682, 1817, 1682, 1732, 1817]","[1689, 1689, 1822, 1689, 1739, 1822]","['tess', 'sarah_a', 'sarah_a', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1682, end=1689, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1682, end=1689, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1817, end=1822, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1682, end=1689, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1732, end=1739, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1817, end=1822, entitycategory=NAT_LANDFORM)']","['kaaiman', 'kaaiman', 'water', 'kaaiman', 'roeiers', 'water']","Op onze vaart daarheen hadden wij nog het voorrecht een kaaiman , onder het gejoel en applaudissement der roeiers , ongetwijfeld uit zoete morgenmijmeringen opgewekt , dood verschrikt in het water te zien springen .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT']","['FAUNA', 'FAUNA', 'NAT_LANDFORM', 'FAUNA', 'PERSON', 'NAT_LANDFORM']","(['Op', 'onze', 'vaart', 'daarheen', 'hadden', 'wij', 'nog', 'het', 'voorrecht', 'een', 'kaaiman', ',', 'onder', 'het', 'gejoel', 'en', 'applaudissement', 'der', 'roeiers', ',', 'ongetwijfeld', 'uit', 'zoete', 'morgenmijmeringen', 'opgewekt', ',', 'dood', 'verschrikt', 'in', 'het', 'water', 'te', 'zien', 'springen', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O'])","['Op', 'onze', 'vaart', 'daarheen', 'hadden', 'wij', 'nog', 'het', 'voorrecht', 'een', 'kaaiman', ',', 'onder', 'het', 'gejoel', 'en', 'applaudissement', 'der', 'roeiers', ',', 'ongetwijfeld', 'uit', 'zoete', 'morgenmijmeringen', 'opgewekt', ',', 'dood', 'verschrikt', 'in', 'het', 'water', 'te', 'zien', 'springen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O']"
784,784,DBNL-151_sample_IAA_19.txt_1842-2000,"['DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt']","[1877, 1927, 1927, 1984, 1877, 1927]","[1894, 1932, 1932, 1991, 1894, 1932]","['tess', 'tess', 'sarah_a', 'sarah_a', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1877, end=1894, entitycategory=FAUNA, sentimentcategory=2)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1927, end=1932, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1927, end=1932, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1984, end=1991, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1877, end=1894, entitycategory=FAUNA, sentimentcategory=3)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1927, end=1932, entitycategory=NAT_LANDFORM)']","['een zwart lichaam', 'water', 'water', 'wateren', 'een zwart lichaam', 'water']","Ik hoorde echter meer dan ik zag : een zwart lichaam dat snel als de gedachte in het water plompte , waarboven zich onmiddellijk de kringende wateren sloten .","['NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT']","['FAUNA', 'NAT_LANDFORM', 'NAT_LANDFORM', 'NAT_LANDFORM', 'FAUNA', 'NAT_LANDFORM']","(['Ik', 'hoorde', 'echter', 'meer', 'dan', 'ik', 'zag', 'een', 'zwart', 'lichaam', 'dat', 'snel', 'als', 'de', 'gedachte', 'in', 'het', 'water', 'plompte', ',', 'waarboven', 'zich', 'onmiddellijk', 'de', 'kringende', 'wateren', 'sloten', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O'])","['Ik', 'hoorde', 'echter', 'meer', 'dan', 'ik', 'zag', 'een', 'zwart', 'lichaam', 'dat', 'snel', 'als', 'de', 'gedachte', 'in', 'het', 'water', 'plompte', ',', 'waarboven', 'zich', 'onmiddellijk', 'de', 'kringende', 'wateren', 'sloten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O']"
785,785,DBNL-151_sample_IAA_19.txt_2001-2036,"['DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt']","[2004, 2004]","[2011, 2011]","['tess', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2004, end=2011, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2004, end=2011, entitycategory=PERSON)']","['roeiers', 'roeiers']",De roeiers hadden hem niet gezien .,"['ASPECT', 'NULL_CAT']","['PERSON', 'PERSON']","(['De', 'roeiers', 'hadden', 'hem', 'niet', 'gezien', '.'], ['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O'])","['De', 'roeiers', 'hadden', 'hem', 'niet', 'gezien', '.']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O']"
786,786,DBNL-151_sample_IAA_19.txt_2085-2252,"['DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt']","[2194, 2173, 2199]","[2216, 2181, 2216]","['tess', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2194, end=2216, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2173, end=2181, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2199, end=2216, entitycategory=FAUNA, sentimentcategory=5)']","['zulk eene aanschouwing', 'reiziger', 'eene aanschouwing']","De riemen worden opgehouden , als met ingehou-den adem zien zij naar hem en nog meer de reiziger , voor wien zulk eene aanschouwing niet minder begeerd dan vreemd is .","['NULL_CAT', 'NULL_CAT', 'NULL_CAT']","['FAUNA', 'PERSON', 'FAUNA']","(['De', 'riemen', 'worden', 'opgehouden', ',', 'als', 'met', 'ingehou', 'den', 'adem', 'zien', 'zij', 'naar', 'hem', 'en', 'nog', 'meer', 'de', 'reiziger', ',', 'voor', 'wien', 'zulk', 'eene', 'aanschouwing', 'niet', 'minder', 'begeerd', 'dan', 'vreemd', 'is', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-FAUNA', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['De', 'riemen', 'worden', 'opgehouden', ',', 'als', 'met', 'ingehou', 'den', 'adem', 'zien', 'zij', 'naar', 'hem', 'en', 'nog', 'meer', 'de', 'reiziger', ',', 'voor', 'wien', 'zulk', 'eene', 'aanschouwing', 'niet', 'minder', 'begeerd', 'dan', 'vreemd', 'is', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-FAUNA', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
787,787,DBNL-151_sample_IAA_19.txt_2326-2388,"['DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt']","[2357, 2357, 2345]","[2363, 2363, 2363]","['tess', 'sarah_a', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2357, end=2363, entitycategory=FAUNA, sentimentcategory=1)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2357, end=2363, entitycategory=FAUNA, sentimentcategory=2)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2345, end=2363, entitycategory=FAUNA, sentimentcategory=1)']","['ondier', 'ondier', 'het slapend ondier']",Wij zijn tegenover het slapend ondier op zeer korten afstand .,"['NULL_CAT', 'NULL_CAT', 'NULL_CAT']","['FAUNA', 'FAUNA', 'FAUNA']","(['Wij', 'zijn', 'tegenover', 'het', 'slapend', 'ondier', 'op', 'zeer', 'korten', 'afstand', '.'], ['O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O'])","['Wij', 'zijn', 'tegenover', 'het', 'slapend', 'ondier', 'op', 'zeer', 'korten', 'afstand', '.']","['O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O']"
788,788,DBNL-151_sample_IAA_19.txt_2389-2436,['DBNL-151_sample_IAA_19.txt'],[2403],[2408],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2403, end=2408, entitycategory=PERSON)']",['allen'],Doodstil zien allen het nu eenige minuten aan .,['NULL_CAT'],['PERSON'],"(['Doodstil', 'zien', 'allen', 'het', 'nu', 'eenige', 'minuten', 'aan', '.'], ['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O'])","['Doodstil', 'zien', 'allen', 'het', 'nu', 'eenige', 'minuten', 'aan', '.']","['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']"
789,789,DBNL-151_sample_IAA_19.txt_2457-2705,"['DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt']","[2497, 2565, 2501, 2565, 2497, 2565]","[2515, 2572, 2515, 2572, 2515, 2572]","['tess', 'tess', 'sarah_a', 'sarah_a', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2497, end=2515, entitycategory=FAUNA, sentimentcategory=2)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2565, end=2572, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2501, end=2515, entitycategory=FAUNA, sentimentcategory=2)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2565, end=2572, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2497, end=2515, entitycategory=FAUNA, sentimentcategory=1)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2565, end=2572, entitycategory=NAT_LANDFORM)']","['het zwarte monster', 'wateren', 'zwarte monster', 'wateren', 'het zwarte monster', 'wateren']","En onder de algemeene toejuiching heeft het zwarte monster zich in hetzelfde oogenblik met een sprong in de wateren begraven , is het daaronder voorzeker met pijlsnelle vaart , door schrik en angst voortgejaagd , reeds verre , verre heengeschoten .","['NULL_CAT', 'ASPECT', 'NULL_CAT', 'ASPECT', 'NULL_CAT', 'ASPECT']","['FAUNA', 'NAT_LANDFORM', 'FAUNA', 'NAT_LANDFORM', 'FAUNA', 'NAT_LANDFORM']","(['En', 'onder', 'de', 'algemeene', 'toejuiching', 'heeft', 'het', 'zwarte', 'monster', 'zich', 'in', 'hetzelfde', 'oogenblik', 'met', 'een', 'sprong', 'in', 'de', 'wateren', 'begraven', ',', 'is', 'het', 'daaronder', 'voorzeker', 'met', 'pijlsnelle', 'vaart', ',', 'door', 'schrik', 'en', 'angst', 'voortgejaagd', ',', 'reeds', 'verre', ',', 'verre', 'heengeschoten', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['En', 'onder', 'de', 'algemeene', 'toejuiching', 'heeft', 'het', 'zwarte', 'monster', 'zich', 'in', 'hetzelfde', 'oogenblik', 'met', 'een', 'sprong', 'in', 'de', 'wateren', 'begraven', ',', 'is', 'het', 'daaronder', 'voorzeker', 'met', 'pijlsnelle', 'vaart', ',', 'door', 'schrik', 'en', 'angst', 'voortgejaagd', ',', 'reeds', 'verre', ',', 'verre', 'heengeschoten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
790,790,DBNL-151_sample_IAA_19.txt_276-364,['DBNL-151_sample_IAA_19.txt'],[276],[279],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=276, end=279, entitycategory=PERSON)']",['Zij'],"Zij liggen daarbij in de bidar op hun rug , soms wiegend met hun hoofd , dan weer stil .",['NULL_CAT'],['PERSON'],"(['Zij', 'liggen', 'daarbij', 'in', 'de', 'bidar', 'op', 'hun', 'rug', ',', 'soms', 'wiegend', 'met', 'hun', 'hoofd', ',', 'dan', 'weer', 'stil', '.'], ['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Zij', 'liggen', 'daarbij', 'in', 'de', 'bidar', 'op', 'hun', 'rug', ',', 'soms', 'wiegend', 'met', 'hun', 'hoofd', ',', 'dan', 'weer', 'stil', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
791,791,DBNL-151_sample_IAA_19.txt_365-705,"['DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt']","[585, 659, 392, 585, 642, 659]","[595, 667, 399, 595, 645, 667]","['sarah_a', 'sarah_a', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=585, end=595, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=659, end=667, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=392, end=399, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=585, end=595, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=642, end=645, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=659, end=667, entitycategory=FLORA)']","['suikerriet', 'zoethout', 'spreker', 'suikerriet', 'wij', 'zoethout']","Van tijd tot tijd valt een spreker er tusschen in , die ongetwijfeld iets zeer belangrijks heeft te zeggen , wat hem daar juist te binnen valt , of hoort gij het afscheuren met de tanden der dikke splinters van een stuk suikerriet , waar ze met even veel genot op kauwen , als wij dat deden op zoethout , toen wij nog kleine jongens waren .","['ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT', 'NULL_CAT', 'ASPECT']","['FLORA', 'FLORA', 'PERSON', 'FLORA', 'PERSON', 'FLORA']","(['Van', 'tijd', 'tot', 'tijd', 'valt', 'een', 'spreker', 'er', 'tusschen', 'in', ',', 'die', 'ongetwijfeld', 'iets', 'zeer', 'belangrijks', 'heeft', 'te', 'zeggen', ',', 'wat', 'hem', 'daar', 'juist', 'te', 'binnen', 'valt', ',', 'of', 'hoort', 'gij', 'het', 'afscheuren', 'met', 'de', 'tanden', 'der', 'dikke', 'splinters', 'van', 'een', 'stuk', 'suikerriet', ',', 'waar', 'ze', 'met', 'even', 'veel', 'genot', 'op', 'kauwen', ',', 'als', 'wij', 'dat', 'deden', 'op', 'zoethout', ',', 'toen', 'wij', 'nog', 'kleine', 'jongens', 'waren', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O'])","['Van', 'tijd', 'tot', 'tijd', 'valt', 'een', 'spreker', 'er', 'tusschen', 'in', ',', 'die', 'ongetwijfeld', 'iets', 'zeer', 'belangrijks', 'heeft', 'te', 'zeggen', ',', 'wat', 'hem', 'daar', 'juist', 'te', 'binnen', 'valt', ',', 'of', 'hoort', 'gij', 'het', 'afscheuren', 'met', 'de', 'tanden', 'der', 'dikke', 'splinters', 'van', 'een', 'stuk', 'suikerriet', ',', 'waar', 'ze', 'met', 'even', 'veel', 'genot', 'op', 'kauwen', ',', 'als', 'wij', 'dat', 'deden', 'op', 'zoethout', ',', 'toen', 'wij', 'nog', 'kleine', 'jongens', 'waren', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O']"
792,792,DBNL-151_sample_IAA_19.txt_919-1113,"['DBNL-151_sample_IAA_19.txt', 'DBNL-151_sample_IAA_19.txt']","[962, 976]","[968, 985]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=962, end=968, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=976, end=985, entitycategory=LOCATION, sentimentcategory=5)']","['mijnen', 'vaderland']","Juist hetzelfde lied , dat , als ik met de mijnen in het vaderland om de thee of koffietafel was gezeten , de ouderwetsche theestoof of de bouloir boven zijn spirituslampje ook zoo vaak zongen .","['NULL_CAT', 'NULL_CAT']","['PERSON', 'LOCATION']","(['Juist', 'hetzelfde', 'lied', ',', 'dat', ',', 'als', 'ik', 'met', 'de', 'mijnen', 'in', 'het', 'vaderland', 'om', 'de', 'thee', 'of', 'koffietafel', 'was', 'gezeten', ',', 'de', 'ouderwetsche', 'theestoof', 'of', 'de', 'bouloir', 'boven', 'zijn', 'spirituslampje', 'ook', 'zoo', 'vaak', 'zongen', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Juist', 'hetzelfde', 'lied', ',', 'dat', ',', 'als', 'ik', 'met', 'de', 'mijnen', 'in', 'het', 'vaderland', 'om', 'de', 'thee', 'of', 'koffietafel', 'was', 'gezeten', ',', 'de', 'ouderwetsche', 'theestoof', 'of', 'de', 'bouloir', 'boven', 'zijn', 'spirituslampje', 'ook', 'zoo', 'vaak', 'zongen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
