Unnamed: 0,source_file,sentence,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,century
8126,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_12380-12833,12607,12617,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12607, end=12617, entitycategory=PERSON)",carpenters,"In the inner quadrangle are the residences of the clerks , the interpreters , and the _engagés_ , the powder magazine , the stores , or supplies of goods and bartered skins , various workshops for the handicraftsmen , smiths , carpenters , & c. , stables for the horses and cattle , rooms for receiving and entertaining the Indians ; and in the centre is the flag-staff , around which several half-breed Indian hunters had erected their leathern tents .",ASPECT,PERSON,18.0
8127,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_12380-12833,12627,12634,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12627, end=12634, entitycategory=HUM_LANDFORM)",stables,"In the inner quadrangle are the residences of the clerks , the interpreters , and the _engagés_ , the powder magazine , the stores , or supplies of goods and bartered skins , various workshops for the handicraftsmen , smiths , carpenters , & c. , stables for the horses and cattle , rooms for receiving and entertaining the Indians ; and in the centre is the flag-staff , around which several half-breed Indian hunters had erected their leathern tents .",ASPECT,HUM_LANDFORM,18.0
8128,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_12380-12833,12643,12649,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12643, end=12649, entitycategory=FAUNA)",horses,"In the inner quadrangle are the residences of the clerks , the interpreters , and the _engagés_ , the powder magazine , the stores , or supplies of goods and bartered skins , various workshops for the handicraftsmen , smiths , carpenters , & c. , stables for the horses and cattle , rooms for receiving and entertaining the Indians ; and in the centre is the flag-staff , around which several half-breed Indian hunters had erected their leathern tents .",ASPECT,FAUNA,18.0
8129,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_12380-12833,12654,12660,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12654, end=12660, entitycategory=FAUNA)",cattle,"In the inner quadrangle are the residences of the clerks , the interpreters , and the _engagés_ , the powder magazine , the stores , or supplies of goods and bartered skins , various workshops for the handicraftsmen , smiths , carpenters , & c. , stables for the horses and cattle , rooms for receiving and entertaining the Indians ; and in the centre is the flag-staff , around which several half-breed Indian hunters had erected their leathern tents .",ASPECT,FAUNA,18.0
8130,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_12380-12833,12704,12711,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12704, end=12711, entitycategory=PERSON)",Indians,"In the inner quadrangle are the residences of the clerks , the interpreters , and the _engagés_ , the powder magazine , the stores , or supplies of goods and bartered skins , various workshops for the handicraftsmen , smiths , carpenters , & c. , stables for the horses and cattle , rooms for receiving and entertaining the Indians ; and in the centre is the flag-staff , around which several half-breed Indian hunters had erected their leathern tents .",ASPECT,PERSON,18.0
8132,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_12380-12833,12784,12790,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12784, end=12790, entitycategory=PERSON)",Indian,"In the inner quadrangle are the residences of the clerks , the interpreters , and the _engagés_ , the powder magazine , the stores , or supplies of goods and bartered skins , various workshops for the handicraftsmen , smiths , carpenters , & c. , stables for the horses and cattle , rooms for receiving and entertaining the Indians ; and in the centre is the flag-staff , around which several half-breed Indian hunters had erected their leathern tents .",ASPECT,PERSON,18.0
8133,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_12834-13083,12939,12943,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12939, end=12943, entitycategory=HUM_LANDFORM)",fort,"A cannon was also placed here , with its mouth towards the principal [ pg . 188 ] entrance . [ 354 ] The fort contains about fifty or sixty horses , some mules , and an inconsiderable number of cattle , swine , goats , fowls , and domestic animals .",ASPECT,HUM_LANDFORM,18.0
8134,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_12834-13083,12974,12980,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12974, end=12980, entitycategory=FAUNA)",horses,"A cannon was also placed here , with its mouth towards the principal [ pg . 188 ] entrance . [ 354 ] The fort contains about fifty or sixty horses , some mules , and an inconsiderable number of cattle , swine , goats , fowls , and domestic animals .",ASPECT,FAUNA,18.0
8135,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_12834-13083,12988,12993,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12988, end=12993, entitycategory=FAUNA)",mules,"A cannon was also placed here , with its mouth towards the principal [ pg . 188 ] entrance . [ 354 ] The fort contains about fifty or sixty horses , some mules , and an inconsiderable number of cattle , swine , goats , fowls , and domestic animals .",ASPECT,FAUNA,18.0
8136,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_12834-13083,13028,13034,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13028, end=13034, entitycategory=FAUNA)",cattle,"A cannon was also placed here , with its mouth towards the principal [ pg . 188 ] entrance . [ 354 ] The fort contains about fifty or sixty horses , some mules , and an inconsiderable number of cattle , swine , goats , fowls , and domestic animals .",ASPECT,FAUNA,18.0
8137,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_12834-13083,13037,13042,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13037, end=13042, entitycategory=FAUNA)",swine,"A cannon was also placed here , with its mouth towards the principal [ pg . 188 ] entrance . [ 354 ] The fort contains about fifty or sixty horses , some mules , and an inconsiderable number of cattle , swine , goats , fowls , and domestic animals .",ASPECT,FAUNA,18.0
8138,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_12834-13083,13045,13050,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13045, end=13050, entitycategory=FAUNA)",goats,"A cannon was also placed here , with its mouth towards the principal [ pg . 188 ] entrance . [ 354 ] The fort contains about fifty or sixty horses , some mules , and an inconsiderable number of cattle , swine , goats , fowls , and domestic animals .",ASPECT,FAUNA,18.0
8139,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_12834-13083,13053,13058,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13053, end=13058, entitycategory=FAUNA)",fowls,"A cannon was also placed here , with its mouth towards the principal [ pg . 188 ] entrance . [ 354 ] The fort contains about fifty or sixty horses , some mules , and an inconsiderable number of cattle , swine , goats , fowls , and domestic animals .",ASPECT,FAUNA,18.0
8140,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_12834-13083,13065,13081,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13065, end=13081, entitycategory=FAUNA)",domestic animals,"A cannon was also placed here , with its mouth towards the principal [ pg . 188 ] entrance . [ 354 ] The fort contains about fifty or sixty horses , some mules , and an inconsiderable number of cattle , swine , goats , fowls , and domestic animals .",ASPECT,FAUNA,18.0
8141,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13084-13149,13088,13094,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13088, end=13094, entitycategory=FAUNA)",cattle,"The cattle are very fine , and the cows yield abundance of milk .",ASPECT,FAUNA,18.0
8143,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13084-13149,13119,13123,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13119, end=13123, entitycategory=FAUNA)",cows,"The cattle are very fine , and the cows yield abundance of milk .",ASPECT,FAUNA,18.0
8145,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13150-13381,13154,13160,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13154, end=13160, entitycategory=FAUNA)",horses,"The horses are driven , in the day-time , into the prairie , guarded and exercised by armed men , and , in the evening , brought back into the quadrangle of the fort , where the greater part of them pass the night in the open air .",ASPECT,FAUNA,18.0
8146,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13150-13381,13201,13208,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13201, end=13208, entitycategory=BIOME)",prairie,"The horses are driven , in the day-time , into the prairie , guarded and exercised by armed men , and , in the evening , brought back into the quadrangle of the fort , where the greater part of them pass the night in the open air .",ASPECT,BIOME,18.0
8148,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13150-13381,13311,13315,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13311, end=13315, entitycategory=HUM_LANDFORM)",fort,"The horses are driven , in the day-time , into the prairie , guarded and exercised by armed men , and , in the evening , brought back into the quadrangle of the fort , where the greater part of them pass the night in the open air .",ASPECT,HUM_LANDFORM,18.0
8149,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13386-13471,13445,13449,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13445, end=13449, entitycategory=HUM_LANDFORM)",park,"Mc Kenzie has , however , lately had a separate place , or park , provided for them .",ASPECT,HUM_LANDFORM,18.0
8150,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13472-13763,13472,13482,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13472, end=13482, entitycategory=LOCATION)",Fort Union,"Fort Union is one of the principal posts of the Fur Company , because it is the central point of the two other trading stations , still higher up , towards the Rocky Mountains , and having the superintendence of the whole of the trade in the interior , and in the vicinity of the mountains .",ASPECT,LOCATION,18.0
8151,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13472-13763,13472,13482,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13472, end=13482, entitycategory=HUM_LANDFORM)",Fort Union,"Fort Union is one of the principal posts of the Fur Company , because it is the central point of the two other trading stations , still higher up , towards the Rocky Mountains , and having the superintendence of the whole of the trade in the interior , and in the vicinity of the mountains .",ASPECT,HUM_LANDFORM,18.0
8152,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13472-13763,13520,13531,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13520, end=13531, entitycategory=ORGANISATION)",Fur Company,"Fort Union is one of the principal posts of the Fur Company , because it is the central point of the two other trading stations , still higher up , towards the Rocky Mountains , and having the superintendence of the whole of the trade in the interior , and in the vicinity of the mountains .",ASPECT,ORGANISATION,18.0
8153,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13472-13763,13583,13599,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13583, end=13599, entitycategory=HUM_LANDFORM)",trading stations,"Fort Union is one of the principal posts of the Fur Company , because it is the central point of the two other trading stations , still higher up , towards the Rocky Mountains , and having the superintendence of the whole of the trade in the interior , and in the vicinity of the mountains .",ASPECT,HUM_LANDFORM,18.0
8154,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13472-13763,13632,13647,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13632, end=13647, entitycategory=NAT_LANDFORM)",Rocky Mountains,"Fort Union is one of the principal posts of the Fur Company , because it is the central point of the two other trading stations , still higher up , towards the Rocky Mountains , and having the superintendence of the whole of the trade in the interior , and in the vicinity of the mountains .",ASPECT,NAT_LANDFORM,18.0
8155,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13472-13763,13632,13647,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13632, end=13647, entitycategory=LOCATION)",Rocky Mountains,"Fort Union is one of the principal posts of the Fur Company , because it is the central point of the two other trading stations , still higher up , towards the Rocky Mountains , and having the superintendence of the whole of the trade in the interior , and in the vicinity of the mountains .",ASPECT,LOCATION,18.0
8156,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13472-13763,13752,13761,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13752, end=13761, entitycategory=NAT_LANDFORM)",mountains,"Fort Union is one of the principal posts of the Fur Company , because it is the central point of the two other trading stations , still higher up , towards the Rocky Mountains , and having the superintendence of the whole of the trade in the interior , and in the vicinity of the mountains .",ASPECT,NAT_LANDFORM,18.0
8157,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13764-14155,13781,13797,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13781, end=13797, entitycategory=HUM_LANDFORM)",trading stations,"One of these two trading stations , called Fort Cass , is 200 miles up the Yellow Stone River , and is confined to the trade with the Crow tribe ; the other , Fort Piekann , or , as it is now called , Fort Mc Kenzie , is 850 [ 355 ] miles up the Missouri , or about a day 's journey from the falls of this river , and carries on the fur trade with the three tribes of the Blackfoot Indians .",ASPECT,HUM_LANDFORM,18.0
8158,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13764-14155,13807,13816,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13807, end=13816, entitycategory=LOCATION)",Fort Cass,"One of these two trading stations , called Fort Cass , is 200 miles up the Yellow Stone River , and is confined to the trade with the Crow tribe ; the other , Fort Piekann , or , as it is now called , Fort Mc Kenzie , is 850 [ 355 ] miles up the Missouri , or about a day 's journey from the falls of this river , and carries on the fur trade with the three tribes of the Blackfoot Indians .",ASPECT,LOCATION,18.0
8159,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13764-14155,13807,13816,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13807, end=13816, entitycategory=HUM_LANDFORM)",Fort Cass,"One of these two trading stations , called Fort Cass , is 200 miles up the Yellow Stone River , and is confined to the trade with the Crow tribe ; the other , Fort Piekann , or , as it is now called , Fort Mc Kenzie , is 850 [ 355 ] miles up the Missouri , or about a day 's journey from the falls of this river , and carries on the fur trade with the three tribes of the Blackfoot Indians .",ASPECT,HUM_LANDFORM,18.0
8160,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13764-14155,13839,13857,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13839, end=13857, entitycategory=NAT_LANDFORM)",Yellow Stone River,"One of these two trading stations , called Fort Cass , is 200 miles up the Yellow Stone River , and is confined to the trade with the Crow tribe ; the other , Fort Piekann , or , as it is now called , Fort Mc Kenzie , is 850 [ 355 ] miles up the Missouri , or about a day 's journey from the falls of this river , and carries on the fur trade with the three tribes of the Blackfoot Indians .",ASPECT,NAT_LANDFORM,18.0
8161,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13764-14155,13839,13857,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13839, end=13857, entitycategory=LOCATION)",Yellow Stone River,"One of these two trading stations , called Fort Cass , is 200 miles up the Yellow Stone River , and is confined to the trade with the Crow tribe ; the other , Fort Piekann , or , as it is now called , Fort Mc Kenzie , is 850 [ 355 ] miles up the Missouri , or about a day 's journey from the falls of this river , and carries on the fur trade with the three tribes of the Blackfoot Indians .",ASPECT,LOCATION,18.0
8162,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13764-14155,13898,13908,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13898, end=13908, entitycategory=PERSON)",Crow tribe,"One of these two trading stations , called Fort Cass , is 200 miles up the Yellow Stone River , and is confined to the trade with the Crow tribe ; the other , Fort Piekann , or , as it is now called , Fort Mc Kenzie , is 850 [ 355 ] miles up the Missouri , or about a day 's journey from the falls of this river , and carries on the fur trade with the three tribes of the Blackfoot Indians .",ASPECT,PERSON,18.0
8163,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13764-14155,13923,13935,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13923, end=13935, entitycategory=LOCATION)",Fort Piekann,"One of these two trading stations , called Fort Cass , is 200 miles up the Yellow Stone River , and is confined to the trade with the Crow tribe ; the other , Fort Piekann , or , as it is now called , Fort Mc Kenzie , is 850 [ 355 ] miles up the Missouri , or about a day 's journey from the falls of this river , and carries on the fur trade with the three tribes of the Blackfoot Indians .",ASPECT,LOCATION,18.0
8164,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13764-14155,13923,13935,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13923, end=13935, entitycategory=HUM_LANDFORM)",Fort Piekann,"One of these two trading stations , called Fort Cass , is 200 miles up the Yellow Stone River , and is confined to the trade with the Crow tribe ; the other , Fort Piekann , or , as it is now called , Fort Mc Kenzie , is 850 [ 355 ] miles up the Missouri , or about a day 's journey from the falls of this river , and carries on the fur trade with the three tribes of the Blackfoot Indians .",ASPECT,HUM_LANDFORM,18.0
8165,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13764-14155,13965,13979,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13965, end=13979, entitycategory=HUM_LANDFORM)",Fort Mc Kenzie,"One of these two trading stations , called Fort Cass , is 200 miles up the Yellow Stone River , and is confined to the trade with the Crow tribe ; the other , Fort Piekann , or , as it is now called , Fort Mc Kenzie , is 850 [ 355 ] miles up the Missouri , or about a day 's journey from the falls of this river , and carries on the fur trade with the three tribes of the Blackfoot Indians .",ASPECT,HUM_LANDFORM,18.0
8166,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13764-14155,13965,13979,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13965, end=13979, entitycategory=LOCATION)",Fort Mc Kenzie,"One of these two trading stations , called Fort Cass , is 200 miles up the Yellow Stone River , and is confined to the trade with the Crow tribe ; the other , Fort Piekann , or , as it is now called , Fort Mc Kenzie , is 850 [ 355 ] miles up the Missouri , or about a day 's journey from the falls of this river , and carries on the fur trade with the three tribes of the Blackfoot Indians .",ASPECT,LOCATION,18.0
8167,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13764-14155,14010,14018,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14010, end=14018, entitycategory=LOCATION)",Missouri,"One of these two trading stations , called Fort Cass , is 200 miles up the Yellow Stone River , and is confined to the trade with the Crow tribe ; the other , Fort Piekann , or , as it is now called , Fort Mc Kenzie , is 850 [ 355 ] miles up the Missouri , or about a day 's journey from the falls of this river , and carries on the fur trade with the three tribes of the Blackfoot Indians .",ASPECT,LOCATION,18.0
8168,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13764-14155,14010,14018,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14010, end=14018, entitycategory=NAT_LANDFORM)",Missouri,"One of these two trading stations , called Fort Cass , is 200 miles up the Yellow Stone River , and is confined to the trade with the Crow tribe ; the other , Fort Piekann , or , as it is now called , Fort Mc Kenzie , is 850 [ 355 ] miles up the Missouri , or about a day 's journey from the falls of this river , and carries on the fur trade with the three tribes of the Blackfoot Indians .",ASPECT,NAT_LANDFORM,18.0
8169,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13764-14155,14070,14075,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14070, end=14075, entitycategory=NAT_LANDFORM)",river,"One of these two trading stations , called Fort Cass , is 200 miles up the Yellow Stone River , and is confined to the trade with the Crow tribe ; the other , Fort Piekann , or , as it is now called , Fort Mc Kenzie , is 850 [ 355 ] miles up the Missouri , or about a day 's journey from the falls of this river , and carries on the fur trade with the three tribes of the Blackfoot Indians .",ASPECT,NAT_LANDFORM,18.0
8170,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_13764-14155,14136,14153,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14136, end=14153, entitycategory=PERSON)",Blackfoot Indians,"One of these two trading stations , called Fort Cass , is 200 miles up the Yellow Stone River , and is confined to the trade with the Crow tribe ; the other , Fort Piekann , or , as it is now called , Fort Mc Kenzie , is 850 [ 355 ] miles up the Missouri , or about a day 's journey from the falls of this river , and carries on the fur trade with the three tribes of the Blackfoot Indians .",ASPECT,PERSON,18.0
8171,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14156-14375,14167,14174,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14167, end=14174, entitycategory=HUM_LANDFORM)",station,"The latter station has been established about two years , and , as the steamers can not often go up to Fort Union , they despatch keel-boats , to supply the various trading posts with goods for barter with the Indians .",ASPECT,HUM_LANDFORM,18.0
8172,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14156-14375,14259,14269,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14259, end=14269, entitycategory=HUM_LANDFORM)",Fort Union,"The latter station has been established about two years , and , as the steamers can not often go up to Fort Union , they despatch keel-boats , to supply the various trading posts with goods for barter with the Indians .",ASPECT,HUM_LANDFORM,18.0
8173,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14156-14375,14259,14269,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14259, end=14269, entitycategory=LOCATION)",Fort Union,"The latter station has been established about two years , and , as the steamers can not often go up to Fort Union , they despatch keel-boats , to supply the various trading posts with goods for barter with the Indians .",ASPECT,LOCATION,18.0
8174,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14156-14375,14366,14373,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14366, end=14373, entitycategory=PERSON)",Indians,"The latter station has been established about two years , and , as the steamers can not often go up to Fort Union , they despatch keel-boats , to supply the various trading posts with goods for barter with the Indians .",ASPECT,PERSON,18.0
8175,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14376-14537,14411,14419,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14411, end=14419, entitycategory=HUM_LANDFORM)",stations,"They then pass the winter at these stations , and in the spring carry the furs to Fort Union , whence they are transported , in the course of the summer , to St.",ASPECT,HUM_LANDFORM,18.0
8176,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14376-14537,14458,14468,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14458, end=14468, entitycategory=HUM_LANDFORM)",Fort Union,"They then pass the winter at these stations , and in the spring carry the furs to Fort Union , whence they are transported , in the course of the summer , to St.",ASPECT,HUM_LANDFORM,18.0
8177,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14564-14795,14568,14575,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14568, end=14575, entitycategory=ORGANISATION)",Company,"The Company maintains a number of agents at these different stations ; during their stay they marry Indian women , but leave them , without scruple , when they are removed to another station , or are recalled to the United States .",ASPECT,ORGANISATION,18.0
8178,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14564-14795,14598,14604,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14598, end=14604, entitycategory=PERSON)",agents,"The Company maintains a number of agents at these different stations ; during their stay they marry Indian women , but leave them , without scruple , when they are removed to another station , or are recalled to the United States .",ASPECT,PERSON,18.0
8179,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14564-14795,14664,14670,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14664, end=14670, entitycategory=PERSON)",Indian,"The Company maintains a number of agents at these different stations ; during their stay they marry Indian women , but leave them , without scruple , when they are removed to another station , or are recalled to the United States .",ASPECT,PERSON,18.0
8180,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14564-14795,14747,14754,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14747, end=14754, entitycategory=HUM_LANDFORM)",station,"The Company maintains a number of agents at these different stations ; during their stay they marry Indian women , but leave them , without scruple , when they are removed to another station , or are recalled to the United States .",ASPECT,HUM_LANDFORM,18.0
8181,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14564-14795,14780,14793,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14780, end=14793, entitycategory=LOCATION)",United States,"The Company maintains a number of agents at these different stations ; during their stay they marry Indian women , but leave them , without scruple , when they are removed to another station , or are recalled to the United States .",ASPECT,LOCATION,18.0
8182,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14796-14978,14821,14827,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14821, end=14827, entitycategory=PERSON)",agents,"The lower class of these agents , who are called _engagés_ , or _voyageurs_ , have to act as steersmen , rowers , hunters , traders , & c. , according to their several capabilities .",ASPECT,PERSON,18.0
8183,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14796-14978,14845,14854,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14845, end=14854, entitycategory=PERSON)",_engagés_,"The lower class of these agents , who are called _engagés_ , or _voyageurs_ , have to act as steersmen , rowers , hunters , traders , & c. , according to their several capabilities .",ASPECT,PERSON,18.0
8184,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14796-14978,14860,14871,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14860, end=14871, entitycategory=PERSON)",_voyageurs_,"The lower class of these agents , who are called _engagés_ , or _voyageurs_ , have to act as steersmen , rowers , hunters , traders , & c. , according to their several capabilities .",ASPECT,PERSON,18.0
8185,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14796-14978,14889,14898,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14889, end=14898, entitycategory=PERSON)",steersmen,"The lower class of these agents , who are called _engagés_ , or _voyageurs_ , have to act as steersmen , rowers , hunters , traders , & c. , according to their several capabilities .",ASPECT,PERSON,18.0
8186,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14796-14978,14901,14907,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14901, end=14907, entitycategory=PERSON)",rowers,"The lower class of these agents , who are called _engagés_ , or _voyageurs_ , have to act as steersmen , rowers , hunters , traders , & c. , according to their several capabilities .",ASPECT,PERSON,18.0
8187,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14796-14978,14910,14917,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14910, end=14917, entitycategory=PERSON)",hunters,"The lower class of these agents , who are called _engagés_ , or _voyageurs_ , have to act as steersmen , rowers , hunters , traders , & c. , according to their several capabilities .",ASPECT,PERSON,18.0
8188,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14796-14978,14920,14927,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14920, end=14927, entitycategory=PERSON)",traders,"The lower class of these agents , who are called _engagés_ , or _voyageurs_ , have to act as steersmen , rowers , hunters , traders , & c. , according to their several capabilities .",ASPECT,PERSON,18.0
8189,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14979-15228,15061,15068,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=15061, end=15068, entitycategory=PERSON)",Indians,"They are often sent great distances , employed in perilous undertakings among the Indians , and are obliged to fight against the enemy , and many of them are killed every year by the arms with which the Whites themselves have furnished the Indians .",ASPECT,PERSON,18.0
8192,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14979-15228,15182,15188,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=15182, end=15188, entitycategory=PERSON)",Whites,"They are often sent great distances , employed in perilous undertakings among the Indians , and are obliged to fight against the enemy , and many of them are killed every year by the arms with which the Whites themselves have furnished the Indians .",ASPECT,PERSON,18.0
8193,GB-116_sample_English_18.txt,GB-116_sample_English_18.txt_14979-15228,15219,15226,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=15219, end=15226, entitycategory=PERSON)",Indians,"They are often sent great distances , employed in perilous undertakings among the Indians , and are obliged to fight against the enemy , and many of them are killed every year by the arms with which the Whites themselves have furnished the Indians .",ASPECT,PERSON,18.0
