sentence,source_file,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,results,sentence_split,iob
GB-214_sample_French_20.txt_9478-9516,"['GB-214_sample_French_20.txt', 'GB-214_sample_French_20.txt', 'GB-214_sample_French_20.txt']","[9478, 9495, 9509]","[9490, 9514, 9514]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9478, end=9490, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9495, end=9514, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9509, end=9514, entitycategory=NAT_LANDFORM)']","['Ce vieillard', ""le fermier de l'île"", ""l'île""]",Ce vieillard est le fermier de l'île .,"['ASPECT', 'ASPECT', 'ASPECT']","['PERSON', 'PERSON', 'NAT_LANDFORM']","(['Ce', 'vieillard', 'est', 'le', 'fermier', 'de', ""l'île"", '.'], ['B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'B-NAT_LANDFORM', 'O'])","['Ce', 'vieillard', 'est', 'le', 'fermier', 'de', ""l'île"", '.']","['B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'B-NAT_LANDFORM', 'O']"
GB-214_sample_French_20.txt_9517-9618,"['GB-214_sample_French_20.txt', 'GB-214_sample_French_20.txt', 'GB-214_sample_French_20.txt', 'GB-214_sample_French_20.txt']","[9561, 9573, 9592, 9601]","[9563, 9582, 9598, 9616]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9561, end=9563, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9573, end=9582, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9592, end=9598, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9601, end=9616, entitycategory=PERSON)']","['il', 'ce canton', 'France', 'seigneur et roi']","Moyennant une redevance des plus modiques , il est , en ce canton perdu de France , seigneur et roi .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['PERSON', 'LOCATION', 'LOCATION', 'PERSON']","(['Moyennant', 'une', 'redevance', 'des', 'plus', 'modiques', ',', 'il', 'est', ',', 'en', 'ce', 'canton', 'perdu', 'de', 'France', ',', 'seigneur', 'et', 'roi', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'B-LOCATION', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O'])","['Moyennant', 'une', 'redevance', 'des', 'plus', 'modiques', ',', 'il', 'est', ',', 'en', 'ce', 'canton', 'perdu', 'de', 'France', ',', 'seigneur', 'et', 'roi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'B-LOCATION', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O']"
GB-214_sample_French_20.txt_9619-9711,['GB-214_sample_French_20.txt'],[9639],[9655],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9639, end=9655, entitycategory=HUM_LANDFORM)']",['terre cultivable'],Quelques arpents de terre cultivable fournissent à sa subsistance et à celle de sa famille .,['ASPECT'],['HUM_LANDFORM'],"(['Quelques', 'arpents', 'de', 'terre', 'cultivable', 'fournissent', 'à', 'sa', 'subsistance', 'et', 'à', 'celle', 'de', 'sa', 'famille', '.'], ['O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Quelques', 'arpents', 'de', 'terre', 'cultivable', 'fournissent', 'à', 'sa', 'subsistance', 'et', 'à', 'celle', 'de', 'sa', 'famille', '.']","['O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
GB-214_sample_French_20.txt_9712-9811,"['GB-214_sample_French_20.txt', 'GB-214_sample_French_20.txt', 'GB-214_sample_French_20.txt']","[9740, 9770, 9784]","[9748, 9780, 9794]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9740, end=9748, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9770, end=9780, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9784, end=9794, entitycategory=FAUNA)']","['les rats', 'sa récolte', 'les lapins']","Il arrive , cependant , que les rats mangent la moitié de sa récolte et les lapins l'autre moitié .","['ASPECT', 'ASPECT', 'ASPECT']","['FAUNA', 'FLORA', 'FAUNA']","(['Il', 'arrive', ',', 'cependant', ',', 'que', 'les', 'rats', 'mangent', 'la', 'moitié', 'de', 'sa', 'récolte', 'et', 'les', 'lapins', ""l'autre"", 'moitié', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O'])","['Il', 'arrive', ',', 'cependant', ',', 'que', 'les', 'rats', 'mangent', 'la', 'moitié', 'de', 'sa', 'récolte', 'et', 'les', 'lapins', ""l'autre"", 'moitié', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O']"
GB-214_sample_French_20.txt_9812-9844,['GB-214_sample_French_20.txt'],[9829],[9835],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9829, end=9835, entitycategory=BIOME)']",['la mer'],Heureusement que la mer est là .,['ASPECT'],['BIOME'],"(['Heureusement', 'que', 'la', 'mer', 'est', 'là', '.'], ['O', 'O', 'B-BIOME', 'I-BIOME', 'O', 'O', 'O'])","['Heureusement', 'que', 'la', 'mer', 'est', 'là', '.']","['O', 'O', 'B-BIOME', 'I-BIOME', 'O', 'O', 'O']"
GB-214_sample_French_20.txt_9845-9946,['GB-214_sample_French_20.txt'],[9878],[9881],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9878, end=9881, entitycategory=BIOME)']",['qui'],"C'est une bonne pourvoyeuse , et qui produit toujours sans qu'il soit besoin de l'ensemencer jamais .",['ASPECT'],['BIOME'],"([""C'est"", 'une', 'bonne', 'pourvoyeuse', ',', 'et', 'qui', 'produit', 'toujours', 'sans', ""qu'il"", 'soit', 'besoin', 'de', ""l'ensemencer"", 'jamais', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'B-BIOME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","[""C'est"", 'une', 'bonne', 'pourvoyeuse', ',', 'et', 'qui', 'produit', 'toujours', 'sans', ""qu'il"", 'soit', 'besoin', 'de', ""l'ensemencer"", 'jamais', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-BIOME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
GB-214_sample_French_20.txt_9947-10135,['GB-214_sample_French_20.txt'],[10050],[10060],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=10050, end=10060, entitycategory=FLORA)']",['Ma moisson'],"Dans la salle du corps de garde , où il vient de nous introduire , il nous montre un tas d'épaves . -- Ma moisson de ce soir , nous dit-il , avec un accent goguenard , de sa voix enrouée .",['ASPECT'],['FLORA'],"(['Dans', 'la', 'salle', 'du', 'corps', 'de', 'garde', ',', 'où', 'il', 'vient', 'de', 'nous', 'introduire', ',', 'il', 'nous', 'montre', 'un', 'tas', ""d'épaves"", '.', 'Ma', 'moisson', 'de', 'ce', 'soir', ',', 'nous', 'dit', 'il', ',', 'avec', 'un', 'accent', 'goguenard', ',', 'de', 'sa', 'voix', 'enrouée', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Dans', 'la', 'salle', 'du', 'corps', 'de', 'garde', ',', 'où', 'il', 'vient', 'de', 'nous', 'introduire', ',', 'il', 'nous', 'montre', 'un', 'tas', ""d'épaves"", '.', 'Ma', 'moisson', 'de', 'ce', 'soir', ',', 'nous', 'dit', 'il', ',', 'avec', 'un', 'accent', 'goguenard', ',', 'de', 'sa', 'voix', 'enrouée', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
GB-214_sample_French_20.txt_997-1319,"['GB-214_sample_French_20.txt', 'GB-214_sample_French_20.txt', 'GB-214_sample_French_20.txt', 'GB-214_sample_French_20.txt', 'GB-214_sample_French_20.txt', 'GB-214_sample_French_20.txt', 'GB-214_sample_French_20.txt']","[1066, 1102, 1131, 1143, 1199, 1233, 1260]","[1079, 1109, 1139, 1156, 1212, 1238, 1285]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1066, end=1079, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1102, end=1109, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1131, end=1139, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1143, end=1156, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1199, end=1212, entitycategory=ORGANISATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1233, end=1238, entitycategory=WEATHER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1260, end=1285, entitycategory=HUM_LANDFORM, sentimentcategory=2)']","['les logements', 'caserne', 'des rats', 'des chouettes', 'des mariniers', 'temps', ""à l'ombre de leurs voûtes""]","On les a relevés une fois pour toutes de cette faction sans objet et les logements qui leur servirent de caserne n'hébergent plus que des rats et des chouettes , à moins que -- comme c'est notre cas -- des mariniers surpris par le gros temps ne viennent chercher à l'ombre de leurs voûtes une place où dormir en sécurité .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT']","['HUM_LANDFORM', 'HUM_LANDFORM', 'FAUNA', 'FAUNA', 'ORGANISATION', 'WEATHER', 'HUM_LANDFORM']","(['On', 'les', 'a', 'relevés', 'une', 'fois', 'pour', 'toutes', 'de', 'cette', 'faction', 'sans', 'objet', 'et', 'les', 'logements', 'qui', 'leur', 'servirent', 'de', 'caserne', ""n'hébergent"", 'plus', 'que', 'des', 'rats', 'et', 'des', 'chouettes', ',', 'à', 'moins', 'que', 'comme', ""c'est"", 'notre', 'cas', 'des', 'mariniers', 'surpris', 'par', 'le', 'gros', 'temps', 'ne', 'viennent', 'chercher', 'à', ""l'ombre"", 'de', 'leurs', 'voûtes', 'une', 'place', 'où', 'dormir', 'en', 'sécurité', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['On', 'les', 'a', 'relevés', 'une', 'fois', 'pour', 'toutes', 'de', 'cette', 'faction', 'sans', 'objet', 'et', 'les', 'logements', 'qui', 'leur', 'servirent', 'de', 'caserne', ""n'hébergent"", 'plus', 'que', 'des', 'rats', 'et', 'des', 'chouettes', ',', 'à', 'moins', 'que', 'comme', ""c'est"", 'notre', 'cas', 'des', 'mariniers', 'surpris', 'par', 'le', 'gros', 'temps', 'ne', 'viennent', 'chercher', 'à', ""l'ombre"", 'de', 'leurs', 'voûtes', 'une', 'place', 'où', 'dormir', 'en', 'sécurité', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
GB-214_sample_IAA_20_French.txt_0-172,"['GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt']","[8, 8, 34]","[23, 23, 39]","['Eltine_Janssens', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8, end=23, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8, end=23, entitycategory=WEATHER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=34, end=39, entitycategory=NAT_LANDFORM)']","['Anatole Le Braz', 'Anatole Le Braz', 'terre']","Author: Anatole Le Braz
Title: La terre du passé
On se résignait donc d'avance à se laisser ainsi manger sur place , pierre à pierre , en quelque sorte , et lopin à lopin .","['ASPECT', 'ASPECT', 'NULL_CAT']","['PERSON', 'WEATHER', 'NAT_LANDFORM']","(['Author', 'Anatole', 'Le', 'Braz', 'Title', 'La', 'terre', 'du', 'passé', 'On', 'se', 'résignait', 'donc', ""d'avance"", 'à', 'se', 'laisser', 'ainsi', 'manger', 'sur', 'place', ',', 'pierre', 'à', 'pierre', ',', 'en', 'quelque', 'sorte', ',', 'et', 'lopin', 'à', 'lopin', '.'], ['O', 'B-WEATHER', 'I-WEATHER', 'I-WEATHER', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Author', 'Anatole', 'Le', 'Braz', 'Title', 'La', 'terre', 'du', 'passé', 'On', 'se', 'résignait', 'donc', ""d'avance"", 'à', 'se', 'laisser', 'ainsi', 'manger', 'sur', 'place', ',', 'pierre', 'à', 'pierre', ',', 'en', 'quelque', 'sorte', ',', 'et', 'lopin', 'à', 'lopin', '.']","['O', 'B-WEATHER', 'I-WEATHER', 'I-WEATHER', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
GB-214_sample_IAA_20_French.txt_1145-1177,"['GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt']","[1162, 1159]","[1167, 1167]","['Eltine_Janssens', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1162, end=1167, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1159, end=1167, entitycategory=PERSON, sentimentcategory=5)']","['saint', 'le saint']",Je ne sais si le saint a bougé .,"['ASPECT', 'NULL_CAT']","['PERSON', 'PERSON']","(['Je', 'ne', 'sais', 'si', 'le', 'saint', 'a', 'bougé', '.'], ['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O'])","['Je', 'ne', 'sais', 'si', 'le', 'saint', 'a', 'bougé', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O']"
GB-214_sample_IAA_20_French.txt_1178-1246,"['GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt']","[1183, 1183]","[1194, 1194]","['Eltine_Janssens', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1183, end=1194, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1183, end=1194, entitycategory=LOCATION)']","[""Penmarc ' h"", ""Penmarc ' h""]","Mais Penmarc ' h vient , ou peu s'en faut , d'avoir le destin d'Is .","['ASPECT', 'ASPECT']","['LOCATION', 'LOCATION']","(['Mais', 'Penmarc', ""'"", 'h', 'vient', ',', 'ou', 'peu', ""s'en"", 'faut', ',', ""d'avoir"", 'le', 'destin', ""d'Is"", '.'], ['O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Mais', 'Penmarc', ""'"", 'h', 'vient', ',', 'ou', 'peu', ""s'en"", 'faut', ',', ""d'avoir"", 'le', 'destin', ""d'Is"", '.']","['O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
GB-214_sample_IAA_20_French.txt_1247-1721,"['GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt', 'GB-214_sample_IAA_20_French.txt']","[1303, 1323, 1345, 1376, 1408, 1419, 1488, 1675, 1303, 1323, 1345, 1408, 1419, 1443, 1488, 1509, 1599, 1675, 1707]","[1308, 1330, 1350, 1382, 1413, 1437, 1502, 1682, 1308, 1330, 1350, 1413, 1437, 1450, 1491, 1516, 1605, 1688, 1719]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1303, end=1308, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1323, end=1330, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1345, end=1350, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1376, end=1382, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1408, end=1413, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1419, end=1437, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1488, end=1502, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1675, end=1682, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1303, end=1308, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1323, end=1330, entitycategory=LAND_COVER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1345, end=1350, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1408, end=1413, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1419, end=1437, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1443, end=1450, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1488, end=1491, entitycategory=BIOME)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1509, end=1516, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1599, end=1605, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1675, end=1688, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1707, end=1719, entitycategory=BIOME)']","['dunes', 'pierres', 'digue', 'galets', 'palus', 'jardins maraîchers', 'mer intérieure', 'cétacés', 'dunes', 'pierres', 'digue', 'palus', 'jardins maraîchers', 'labours', 'mer', 'maisons', 'terres', 'cétacés noirs', 'leur élément']","On a lu dans les gazettes les détails du sinistre : les dunes crevées , les pierres énormes de la digue roulées comme de simples galets , deux cents hectares de palus , de jardins maraîchers , de labours fertiles , transformés en une petite mer intérieure , les maisons lézardées , éventrées , à demi croulantes , les gabares de pêche lancées dans les terres et finissant d'expirer là , les entrailles béantes , comme de grands cétacés noirs , rejetés hors de leur élément .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT', 'NULL_CAT', 'NULL_CAT', 'NULL_CAT']","['NAT_LANDFORM', 'NAT_LANDFORM', 'HUM_LANDFORM', 'NAT_LANDFORM', 'NAT_LANDFORM', 'NAT_LANDFORM', 'NAT_LANDFORM', 'FAUNA', 'NAT_LANDFORM', 'LAND_COVER', 'HUM_LANDFORM', 'NAT_LANDFORM', 'HUM_LANDFORM', 'NAT_LANDFORM', 'BIOME', 'HUM_LANDFORM', 'NAT_LANDFORM', 'FAUNA', 'BIOME']","(['On', 'a', 'lu', 'dans', 'les', 'gazettes', 'les', 'détails', 'du', 'sinistre', 'les', 'dunes', 'crevées', ',', 'les', 'pierres', 'énormes', 'de', 'la', 'digue', 'roulées', 'comme', 'de', 'simples', 'galets', ',', 'deux', 'cents', 'hectares', 'de', 'palus', ',', 'de', 'jardins', 'maraîchers', ',', 'de', 'labours', 'fertiles', ',', 'transformés', 'en', 'une', 'petite', 'mer', 'intérieure', ',', 'les', 'maisons', 'lézardées', ',', 'éventrées', ',', 'à', 'demi', 'croulantes', ',', 'les', 'gabares', 'de', 'pêche', 'lancées', 'dans', 'les', 'terres', 'et', 'finissant', ""d'expirer"", 'là', ',', 'les', 'entrailles', 'béantes', ',', 'comme', 'de', 'grands', 'cétacés', 'noirs', ',', 'rejetés', 'hors', 'de', 'leur', 'élément', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BIOME', 'I-NAT_LANDFORM', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'B-BIOME', 'I-BIOME', 'O'])","['On', 'a', 'lu', 'dans', 'les', 'gazettes', 'les', 'détails', 'du', 'sinistre', 'les', 'dunes', 'crevées', ',', 'les', 'pierres', 'énormes', 'de', 'la', 'digue', 'roulées', 'comme', 'de', 'simples', 'galets', ',', 'deux', 'cents', 'hectares', 'de', 'palus', ',', 'de', 'jardins', 'maraîchers', ',', 'de', 'labours', 'fertiles', ',', 'transformés', 'en', 'une', 'petite', 'mer', 'intérieure', ',', 'les', 'maisons', 'lézardées', ',', 'éventrées', ',', 'à', 'demi', 'croulantes', ',', 'les', 'gabares', 'de', 'pêche', 'lancées', 'dans', 'les', 'terres', 'et', 'finissant', ""d'expirer"", 'là', ',', 'les', 'entrailles', 'béantes', ',', 'comme', 'de', 'grands', 'cétacés', 'noirs', ',', 'rejetés', 'hors', 'de', 'leur', 'élément', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BIOME', 'I-NAT_LANDFORM', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'B-BIOME', 'I-BIOME', 'O']"
