Century;sentence;source_file;begin;end;annotator;_annotation;text;_sentence_text;annotation;aspect_cat;results;sentence_split;iob
19;GB-29_sample_English_19.txt_20228-20424;['GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt'];[20244, 20285, 20298];[20250, 20290, 20303];['tess', 'tess', 'tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20244, end=20250, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20285, end=20290, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20298, end=20303, entitycategory=NAT_LANDFORM)'];['horses', 'hills', 'coast'];By pressing our horses hard we succeeded in crossing the hills of the coast range that night , and encamped some slight way down the descent , in as sheltered a spot as we could manage to select .;['ASPECT', 'ASPECT', 'ASPECT'];['FAUNA', 'NAT_LANDFORM', 'NAT_LANDFORM'];(['By', 'pressing', 'our', 'horses', 'hard', 'we', 'succeeded', 'in', 'crossing', 'the', 'hills', 'of', 'the', 'coast', 'range', 'that', 'night', ',', 'and', 'encamped', 'some', 'slight', 'way', 'down', 'the', 'descent', ',', 'in', 'as', 'sheltered', 'a', 'spot', 'as', 'we', 'could', 'manage', 'to', 'select', '.'], ['O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['By', 'pressing', 'our', 'horses', 'hard', 'we', 'succeeded', 'in', 'crossing', 'the', 'hills', 'of', 'the', 'coast', 'range', 'that', 'night', ',', 'and', 'encamped', 'some', 'slight', 'way', 'down', 'the', 'descent', ',', 'in', 'as', 'sheltered', 'a', 'spot', 'as', 'we', 'could', 'manage', 'to', 'select', '.'];['O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19;GB-29_sample_English_19.txt_2035-2394;['GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt'];[2095, 2126, 2317];[2100, 2138, 2323];['tess', 'tess', 'tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2095, end=2100, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2126, end=2138, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2317, end=2323, entitycategory=FAUNA)'];['hills', 'gold-washers', 'horses'];"Just after sundown , however , they saw by the fires up the hills quite a little colony of gold-washers , which they moved towards ; and , after purchasing some provisions at a store recently opened there , for which they paid a most exorbitant price , they securely tethered their horses to stakes they had driven in the ground , and encamped for the night .";['ASPECT', 'ASPECT', 'ASPECT'];['NAT_LANDFORM', 'PERSON', 'FAUNA'];"(['Just', 'after', 'sundown', ',', 'however', ',', 'they', 'saw', 'by', 'the', 'fires', 'up', 'the', 'hills', 'quite', 'a', 'little', 'colony', 'of', 'gold', 'washers', ',', 'which', 'they', 'moved', 'towards', ';', 'and', ',', 'after', 'purchasing', 'some', 'provisions', 'at', 'a', 'store', 'recently', 'opened', 'there', ',', 'for', 'which', 'they', 'paid', 'a', 'most', 'exorbitant', 'price', ',', 'they', 'securely', 'tethered', 'their', 'horses', 'to', 'stakes', 'they', 'had', 'driven', 'in', 'the', 'ground', ',', 'and', 'encamped', 'for', 'the', 'night', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])";"['Just', 'after', 'sundown', ',', 'however', ',', 'they', 'saw', 'by', 'the', 'fires', 'up', 'the', 'hills', 'quite', 'a', 'little', 'colony', 'of', 'gold', 'washers', ',', 'which', 'they', 'moved', 'towards', ';', 'and', ',', 'after', 'purchasing', 'some', 'provisions', 'at', 'a', 'store', 'recently', 'opened', 'there', ',', 'for', 'which', 'they', 'paid', 'a', 'most', 'exorbitant', 'price', ',', 'they', 'securely', 'tethered', 'their', 'horses', 'to', 'stakes', 'they', 'had', 'driven', 'in', 'the', 'ground', ',', 'and', 'encamped', 'for', 'the', 'night', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19;GB-29_sample_English_19.txt_20425-20596;['GB-29_sample_English_19.txt'];[20429];[20451];['tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=20429, end=20451, entitycategory=WEATHER, sentimentcategory=2)'];['night was quite frosty'];The night was quite frosty , but we made up a blazing fire , and , well wrapped up in our serapes , slept till morning , without feeling much inconvenience from the cold .;['NULL_CAT'];['WEATHER'];(['The', 'night', 'was', 'quite', 'frosty', ',', 'but', 'we', 'made', 'up', 'a', 'blazing', 'fire', ',', 'and', ',', 'well', 'wrapped', 'up', 'in', 'our', 'serapes', ',', 'slept', 'till', 'morning', ',', 'without', 'feeling', 'much', 'inconvenience', 'from', 'the', 'cold', '.'], ['O', 'B-WEATHER', 'I-WEATHER', 'I-WEATHER', 'I-WEATHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['The', 'night', 'was', 'quite', 'frosty', ',', 'but', 'we', 'made', 'up', 'a', 'blazing', 'fire', ',', 'and', ',', 'well', 'wrapped', 'up', 'in', 'our', 'serapes', ',', 'slept', 'till', 'morning', ',', 'without', 'feeling', 'much', 'inconvenience', 'from', 'the', 'cold', '.'];['O', 'B-WEATHER', 'I-WEATHER', 'I-WEATHER', 'I-WEATHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19;GB-29_sample_English_19.txt_20597-20708;['GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt'];[20620, 20633];[20625, 20638];['tess', 'tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20620, end=20625, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20633, end=20638, entitycategory=NAT_LANDFORM)'];['river', 'lakes'];Next day we struck the river of the lakes , and found it thickly hemmed in with timber along its whole course .;['ASPECT', 'ASPECT'];['NAT_LANDFORM', 'NAT_LANDFORM'];(['Next', 'day', 'we', 'struck', 'the', 'river', 'of', 'the', 'lakes', ',', 'and', 'found', 'it', 'thickly', 'hemmed', 'in', 'with', 'timber', 'along', 'its', 'whole', 'course', '.'], ['O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['Next', 'day', 'we', 'struck', 'the', 'river', 'of', 'the', 'lakes', ',', 'and', 'found', 'it', 'thickly', 'hemmed', 'in', 'with', 'timber', 'along', 'its', 'whole', 'course', '.'];['O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19;GB-29_sample_English_19.txt_20709-20795;['GB-29_sample_English_19.txt'];[20789];[20793];['tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20789, end=20793, entitycategory=NAT_LANDFORM)'];['bank'];We soon found a fording place , and encamped at night a few miles from the east bank .;['ASPECT'];['NAT_LANDFORM'];(['We', 'soon', 'found', 'a', 'fording', 'place', ',', 'and', 'encamped', 'at', 'night', 'a', 'few', 'miles', 'from', 'the', 'east', 'bank', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O']);['We', 'soon', 'found', 'a', 'fording', 'place', ',', 'and', 'encamped', 'at', 'night', 'a', 'few', 'miles', 'from', 'the', 'east', 'bank', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O']
19;GB-29_sample_English_19.txt_20796-21042;['GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt'];[20849, 20928, 20952];[20856, 20934, 20957];['tess', 'tess', 'tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20849, end=20856, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20928, end=20934, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20952, end=20957, entitycategory=HUM_LANDFORM)'];['Indians', 'whites', 'trail'];The following morning we fell in with some civilized Indians , who informed us , in answer to our inquiries , that a party of three whites passed along the trail the evening before last , and that they would have encamped not far from this spot .;['ASPECT', 'ASPECT', 'ASPECT'];['PERSON', 'PERSON', 'HUM_LANDFORM'];(['The', 'following', 'morning', 'we', 'fell', 'in', 'with', 'some', 'civilized', 'Indians', ',', 'who', 'informed', 'us', ',', 'in', 'answer', 'to', 'our', 'inquiries', ',', 'that', 'a', 'party', 'of', 'three', 'whites', 'passed', 'along', 'the', 'trail', 'the', 'evening', 'before', 'last', ',', 'and', 'that', 'they', 'would', 'have', 'encamped', 'not', 'far', 'from', 'this', 'spot', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['The', 'following', 'morning', 'we', 'fell', 'in', 'with', 'some', 'civilized', 'Indians', ',', 'who', 'informed', 'us', ',', 'in', 'answer', 'to', 'our', 'inquiries', ',', 'that', 'a', 'party', 'of', 'three', 'whites', 'passed', 'along', 'the', 'trail', 'the', 'evening', 'before', 'last', ',', 'and', 'that', 'they', 'would', 'have', 'encamped', 'not', 'far', 'from', 'this', 'spot', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19;GB-29_sample_English_19.txt_21043-21335;['GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt'];[21049, 21059, 21219, 21288, 21288];[21056, 21067, 21230, 21298, 21298];['tess', 'tess', 'tess', 'tess', 'tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21049, end=21056, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21059, end=21067, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21219, end=21230, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21288, end=21298, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21288, end=21298, entitycategory=LOCATION)'];['Indians', 'Don Luis', 'coast range', 'Tule Lakes', 'Tule Lakes'];"These Indians , Don Luis informed me , had all of them been attached to the Californian Missions ; but , since the downfall of these establishments , they had moved across the coast range , and had located themselves in the neighbourhood of the Tule Lakes , subsisting chiefly on horseflesh .";['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT'];['PERSON', 'PERSON', 'NAT_LANDFORM', 'NAT_LANDFORM', 'LOCATION'];"(['These', 'Indians', ',', 'Don', 'Luis', 'informed', 'me', ',', 'had', 'all', 'of', 'them', 'been', 'attached', 'to', 'the', 'Californian', 'Missions', ';', 'but', ',', 'since', 'the', 'downfall', 'of', 'these', 'establishments', ',', 'they', 'had', 'moved', 'across', 'the', 'coast', 'range', ',', 'and', 'had', 'located', 'themselves', 'in', 'the', 'neighbourhood', 'of', 'the', 'Tule', 'Lakes', ',', 'subsisting', 'chiefly', 'on', 'horseflesh', '.'], ['O', 'B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O'])";"['These', 'Indians', ',', 'Don', 'Luis', 'informed', 'me', ',', 'had', 'all', 'of', 'them', 'been', 'attached', 'to', 'the', 'Californian', 'Missions', ';', 'but', ',', 'since', 'the', 'downfall', 'of', 'these', 'establishments', ',', 'they', 'had', 'moved', 'across', 'the', 'coast', 'range', ',', 'and', 'had', 'located', 'themselves', 'in', 'the', 'neighbourhood', 'of', 'the', 'Tule', 'Lakes', ',', 'subsisting', 'chiefly', 'on', 'horseflesh', '.']";['O', 'B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O']
19;GB-29_sample_English_19.txt_21336-21597;['GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt'];[21421, 21443, 21493, 21530];[21427, 21451, 21501, 21535];['tess', 'tess', 'tess', 'tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21421, end=21427, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21443, end=21451, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21493, end=21501, entitycategory=BIOME)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21530, end=21535, entitycategory=NAT_LANDFORM)'];['horses', 'mustangs', 'prairies', 'lakes'];To gratify their appetites , however , instead of giving chase to the number of wild horses -- here called mustangs -- that are scattered over the extensive prairies in the neighbourhood of the lakes , they adopt a much lazier method of supplying their larder .;['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT'];['FAUNA', 'FAUNA', 'BIOME', 'NAT_LANDFORM'];(['To', 'gratify', 'their', 'appetites', ',', 'however', ',', 'instead', 'of', 'giving', 'chase', 'to', 'the', 'number', 'of', 'wild', 'horses', 'here', 'called', 'mustangs', 'that', 'are', 'scattered', 'over', 'the', 'extensive', 'prairies', 'in', 'the', 'neighbourhood', 'of', 'the', 'lakes', ',', 'they', 'adopt', 'a', 'much', 'lazier', 'method', 'of', 'supplying', 'their', 'larder', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BIOME', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['To', 'gratify', 'their', 'appetites', ',', 'however', ',', 'instead', 'of', 'giving', 'chase', 'to', 'the', 'number', 'of', 'wild', 'horses', 'here', 'called', 'mustangs', 'that', 'are', 'scattered', 'over', 'the', 'extensive', 'prairies', 'in', 'the', 'neighbourhood', 'of', 'the', 'lakes', ',', 'they', 'adopt', 'a', 'much', 'lazier', 'method', 'of', 'supplying', 'their', 'larder', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BIOME', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19;GB-29_sample_English_19.txt_21598-21869;['GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt'];[21648, 21698, 21730];[21657, 21704, 21738];['tess', 'tess', 'tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21648, end=21657, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21698, end=21704, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21730, end=21738, entitycategory=PERSON)'];['mountains', 'horses', 'ranchero'];"This is , to make predatory excursions across the mountains , and to drive off a large herd of tame horses , belonging to some poor ranchero , at a time ; these they slaughter , and subsist on as long as the flesh lasts , when they set out again on a similar expedition .";['ASPECT', 'ASPECT', 'ASPECT'];['NAT_LANDFORM', 'FAUNA', 'PERSON'];"(['This', 'is', ',', 'to', 'make', 'predatory', 'excursions', 'across', 'the', 'mountains', ',', 'and', 'to', 'drive', 'off', 'a', 'large', 'herd', 'of', 'tame', 'horses', ',', 'belonging', 'to', 'some', 'poor', 'ranchero', ',', 'at', 'a', 'time', ';', 'these', 'they', 'slaughter', ',', 'and', 'subsist', 'on', 'as', 'long', 'as', 'the', 'flesh', 'lasts', ',', 'when', 'they', 'set', 'out', 'again', 'on', 'a', 'similar', 'expedition', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])";"['This', 'is', ',', 'to', 'make', 'predatory', 'excursions', 'across', 'the', 'mountains', ',', 'and', 'to', 'drive', 'off', 'a', 'large', 'herd', 'of', 'tame', 'horses', ',', 'belonging', 'to', 'some', 'poor', 'ranchero', ',', 'at', 'a', 'time', ';', 'these', 'they', 'slaughter', ',', 'and', 'subsist', 'on', 'as', 'long', 'as', 'the', 'flesh', 'lasts', ',', 'when', 'they', 'set', 'out', 'again', 'on', 'a', 'similar', 'expedition', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19;GB-29_sample_English_19.txt_22065-22312;['GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt'];[22087, 22258, 22302];[22093, 22267, 22310];['tess', 'tess', 'tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22087, end=22093, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22258, end=22267, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22302, end=22310, entitycategory=NAT_LANDFORM)'];['horses', 'oak trees', 'rivulets'];We put spurs into our horses , and soon cleared the marshy ground intervening between us and the Fork , which we forded , and rode for several miles through a country thickly covered over with oak trees and intersected by numerous small rivulets .;['ASPECT', 'ASPECT', 'ASPECT'];['FAUNA', 'FLORA', 'NAT_LANDFORM'];(['We', 'put', 'spurs', 'into', 'our', 'horses', ',', 'and', 'soon', 'cleared', 'the', 'marshy', 'ground', 'intervening', 'between', 'us', 'and', 'the', 'Fork', ',', 'which', 'we', 'forded', ',', 'and', 'rode', 'for', 'several', 'miles', 'through', 'a', 'country', 'thickly', 'covered', 'over', 'with', 'oak', 'trees', 'and', 'intersected', 'by', 'numerous', 'small', 'rivulets', '.'], ['O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O']);['We', 'put', 'spurs', 'into', 'our', 'horses', ',', 'and', 'soon', 'cleared', 'the', 'marshy', 'ground', 'intervening', 'between', 'us', 'and', 'the', 'Fork', ',', 'which', 'we', 'forded', ',', 'and', 'rode', 'for', 'several', 'miles', 'through', 'a', 'country', 'thickly', 'covered', 'over', 'with', 'oak', 'trees', 'and', 'intersected', 'by', 'numerous', 'small', 'rivulets', '.'];['O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O']
19;GB-29_sample_English_19.txt_22313-22433;['GB-29_sample_English_19.txt'];[22328];[22331];['tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22328, end=22331, entitycategory=FAUNA)'];['elk'];Large herds of elk were frequently started , and during the whole day their shrill whistle was continually being heard .;['ASPECT'];['FAUNA'];(['Large', 'herds', 'of', 'elk', 'were', 'frequently', 'started', ',', 'and', 'during', 'the', 'whole', 'day', 'their', 'shrill', 'whistle', 'was', 'continually', 'being', 'heard', '.'], ['O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['Large', 'herds', 'of', 'elk', 'were', 'frequently', 'started', ',', 'and', 'during', 'the', 'whole', 'day', 'their', 'shrill', 'whistle', 'was', 'continually', 'being', 'heard', '.'];['O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19;GB-29_sample_English_19.txt_22434-22527;['GB-29_sample_English_19.txt'];[22493];[22506];['tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22493, end=22506, entitycategory=PERSON)'];['Andreas Armjo'];We encamped to-night without having heard anything more of Andreas Armjo and his companions .;['ASPECT'];['PERSON'];(['We', 'encamped', 'to', 'night', 'without', 'having', 'heard', 'anything', 'more', 'of', 'Andreas', 'Armjo', 'and', 'his', 'companions', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']);['We', 'encamped', 'to', 'night', 'without', 'having', 'heard', 'anything', 'more', 'of', 'Andreas', 'Armjo', 'and', 'his', 'companions', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']
19;GB-29_sample_English_19.txt_22528-22650;['GB-29_sample_English_19.txt', 'GB-29_sample_English_19.txt'];[22547, 22623];[22554, 22632];['tess', 'tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22547, end=22554, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22623, end=22632, entitycategory=PERSON)'];['Indians', 'white men'];Several parties of Indians we met a few hours before sundown stated that they had not seen any white men along the trail .;['ASPECT', 'ASPECT'];['PERSON', 'PERSON'];(['Several', 'parties', 'of', 'Indians', 'we', 'met', 'a', 'few', 'hours', 'before', 'sundown', 'stated', 'that', 'they', 'had', 'not', 'seen', 'any', 'white', 'men', 'along', 'the', 'trail', '.'], ['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']);['Several', 'parties', 'of', 'Indians', 'we', 'met', 'a', 'few', 'hours', 'before', 'sundown', 'stated', 'that', 'they', 'had', 'not', 'seen', 'any', 'white', 'men', 'along', 'the', 'trail', '.'];['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']
